1000
3
C:\Users\Chesler Lab\Desktop\BPD_Goss_Data\rat 10.nss
11/6/2019 10:42:47 AM
2
13774069000
13787769792
Time,LAS30a1.Analog Channel  01,LAS30a1.Analog Channel  02
ms,mV,mV
0,41.4633327783553,22.0638100599358
1,41.6781223739599,22.0638100599358
2,41.8929119695645,21.2500082784198
3,42.1077015651691,21.2500082784198
4,42.3224911607736,20.1649392363986
5,42.5372807563782,20.1649392363986
6,42.5372807563782,19.0798701943773
7,42.7520703519828,18.808602933872
8,42.9668599475873,18.5373356733667
9,42.9668599475873,18.5373356733667
10,43.1816495431919,17.7235338918507
11,43.1816495431919,17.7235338918507
12,43.1816495431919,16.9097321103348
13,43.1816495431919,16.9097321103348
14,43.1816495431919,16.3671975893242
15,43.1816495431919,16.3671975893242
16,42.9668599475873,15.8246630683135
17,42.5372807563782,15.8246630683135
18,42.3224911607736,15.8246630683135
19,42.1077015651691,15.8246630683135
20,41.6781223739599,15.5533958078082
21,41.0337535871462,15.5533958078082
22,40.3893848003325,15.5533958078082
23,39.9598056091233,15.5533958078082
24,39.100647226705,15.0108612867976
25,38.2414888442867,15.0108612867976
26,37.1675408662638,14.7395940262923
27,36.3083824838455,14.7395940262923
28,35.2344345058227,14.7395940262923
29,34.1604865277998,14.7395940262923
30,33.0865385497769,14.7395940262923
31,32.0125905717541,14.7395940262923
32,30.9386425937312,14.468326765787
33,29.6499050201037,14.7395940262923
34,28.5759570420809,14.7395940262923
35,27.502009064058,14.7395940262923
36,26.4280610860351,15.0108612867976
37,25.5689027036168,15.0108612867976
38,24.2801651299894,15.2821285473029
39,23.2062171519665,15.2821285473029
40,22.1322691739436,15.2821285473029
41,21.0583211959208,15.5533958078082
42,19.5547940266888,16.0959303288188
43,17.8364772618522,16.0959303288188
44,15.6885813058064,16.3671975893242
45,14.399843732179,16.3671975893242
46,13.3258957541561,16.3671975893242
47,12.4667373717378,16.0959303288188
48,11.3927893937149,16.0959303288188
49,10.5336310112966,16.3671975893242
50,9.67447262887834,16.3671975893242
51,9.03010384206462,16.6384648498295
52,8.17094545964632,16.6384648498295
53,7.5265766728326,16.9097321103348
54,6.88220788601887,16.9097321103348
55,6.23783909920515,17.1809993708401
56,5.808259907996,17.1809993708401
57,5.16389112118228,17.1809993708401
58,4.73431192997313,17.4522666313454
59,4.30473273876398,17.4522666313454
60,3.87515354755483,17.4522666313454
61,3.66036395195026,17.1809993708401
62,3.23078476074111,17.1809993708401
63,3.01599516513654,17.7235338918507
64,2.58641597392739,17.7235338918507
65,2.37162637832281,17.4522666313454
66,2.15683678271824,17.4522666313454
67,1.94204718711366,17.7235338918507
68,1.51246799590452,17.7235338918507
69,1.51246799590452,17.994801152356
70,1.29767840029994,17.994801152356
71,1.29767840029994,17.994801152356
72,1.08288880469537,17.994801152356
73,0.868099209090794,17.994801152356
74,0.868099209090794,17.994801152356
75,0.653309613486219,17.994801152356
76,0.653309613486219,17.994801152356
77,0.653309613486219,18.5373356733667
78,0.653309613486219,18.808602933872
79,0.653309613486219,18.808602933872
80,0.438520017881645,18.808602933872
81,0.653309613486219,19.6224047153879
82,0.653309613486219,19.6224047153879
83,0.653309613486219,20.1649392363986
84,0.653309613486219,20.1649392363986
85,0.653309613486219,21.2500082784198
86,0.653309613486219,21.2500082784198
87,0.653309613486219,21.5212755389251
88,0.653309613486219,21.5212755389251
89,0.653309613486219,22.0638100599358
90,0.653309613486219,22.3350773204411
91,0.653309613486219,22.8776118414517
92,0.653309613486219,23.148879101957
93,0.653309613486219,23.148879101957
94,0.653309613486219,23.4201463624623
