1000
3
C:\Users\Chesler Lab\Desktop\BPD_Goss_Data\rat 12.nss
11/6/2019 10:42:47 AM
2
22086549000
22091970210
Time,LAS30a1.Analog Channel  01,LAS30a1.Analog Channel  02
ms,mV,mV
0,26.8576402772443,15.8001318939764
1,26.6428506816397,15.499219680364
2,26.2132714904306,15.1983074667516
3,25.998481894826,14.8973952531392
4,25.7836922992214,15.0478513599454
5,25.5689027036168,15.0478513599454
6,25.1393235124077,14.8973952531392
7,24.7097443211985,14.746939146333
8,24.494954725594,14.8973952531392
9,24.0653755343848,15.0478513599454
10,23.6357963431757,14.746939146333
11,23.2062171519665,14.746939146333
12,22.7766379607574,14.4460269327206
13,22.1322691739436,14.4460269327206
14,21.9174795783391,14.1451147191082
15,21.0583211959208,14.1451147191082
16,20.6287420047116,14.1451147191082
17,19.7695836222933,13.994658612302
18,19.1252148354796,13.994658612302
19,18.4808460486659,13.994658612302
20,17.6216876662476,14.1451147191082
21,16.9773188794339,14.1451147191082
22,16.1181604970156,13.994658612302
23,15.2590021145973,13.994658612302
24,14.1850541365744,13.3928341850772
25,12.6815269673424,13.3928341850772
26,11.3927893937149,11.5873609034027
27,10.7484206069012,11.4369047965965
28,9.88926222448291,9.78188762172827
29,9.24489343766919,9.48097540811586
30,8.60052465085547,9.33051930130966
31,7.95615586404174,9.18006319450345
32,7.5265766728326,9.18006319450345
33,6.88220788601887,9.18006319450345
34,6.45262869480972,8.87915098089104
35,6.02304950360058,8.87915098089104
36,5.59347031239143,8.72869487408484
37,5.16389112118228,8.72869487408484
38,4.73431192997313,8.87915098089104
39,4.30473273876398,8.87915098089104
40,4.08994314315941,8.57823876727864
41,3.66036395195026,8.57823876727864
42,3.44557435634568,8.42778266047243
43,3.01599516513654,8.57823876727864
44,2.80120556953196,8.72869487408484
45,2.58641597392739,8.87915098089104
46,2.37162637832281,8.72869487408484
47,2.15683678271824,8.57823876727864
48,2.15683678271824,9.02960708769725
49,1.94204718711366,9.18006319450345
50,1.72725759150909,9.18006319450345
51,1.72725759150909,9.18006319450345
52,1.72725759150909,9.63143151492207
53,1.51246799590452,9.78188762172827
54,1.51246799590452,10.2332559421469
55,1.51246799590452,10.2332559421469
56,1.51246799590452,10.8350803693717
57,1.29767840029994,10.9855364761779
58,1.29767840029994,11.8882731170151
59,1.29767840029994,12.0387292238213
60,1.29767840029994,12.6405536510462
61,1.51246799590452,12.6405536510462
62,1.29767840029994,13.6937463986896
63,1.51246799590452,13.6937463986896
64,1.51246799590452,13.994658612302
65,1.51246799590452,14.1451147191082
66,1.51246799590452,15.0478513599454
67,1.51246799590452,15.1983074667516
68,1.51246799590452,15.8001318939764
69,1.51246799590452,15.8001318939764
70,1.51246799590452,16.1010441075888
