1000
3
C:\Users\Chesler Lab\Desktop\BPD_Goss_Data\rat 56 5-21-19.nss
5/21/2019 3:34:40 PM
1
5168983000
5175181640
Time,LAS30a1.Analog Channel  01,LAS30a1.Analog Channel  02
ms,mV,mV
0,40.9776189972532,9.63143151492207
1,37.5461165734823,9.63143151492207
2,32.398862937826,9.78188762172827
3,28.5384227110838,9.78188762172827
4,25.75032699177,9.78188762172827
5,22.9622312724561,9.93234372853447
6,20.388604454628,9.93234372853447
7,18.0294465382855,10.0827998353407
8,15.8847575234287,10.0827998353407
9,13.9545374100576,10.0827998353407
10,12.0243172966865,10.0827998353407
11,10.3085660848011,10.0827998353407
12,8.80728377440133,10.2332559421469
13,7.52047036548726,10.2332559421469
14,6.44812585805886,10.0827998353407
15,5.59025025211615,9.93234372853447
16,4.94684354765911,10.2332559421469
17,4.30343684320207,10.2332559421469
18,3.87449904023072,10.3837120489531
19,3.66003013874504,10.5341681557593
20,3.44556123725936,10.6846242625655
21,3.23109233577368,10.8350803693717
22,3.016623434288,10.9855364761779
23,2.58768563131664,11.1359925829841
24,2.15874782834529,11.7378170102089
25,1.72981002537393,12.0387292238213
26,1.51534112388825,13.0919219714648
27,1.30087222240257,13.5432902918834
28,1.08640332091689,15.499219680364
29,0.657465517945535,16.1010441075888
30,0.442996616459856,18.3578857096819
31,0.442996616459856,19.1101662437129
32,0.228527714974177,20.3138150981626
33,0.228527714974177,20.7651834185812
34,0.228527714974177,21.8183761662246
35,0.228527714974177,22.119288379837
36,0.228527714974177,23.7743055547053
37,0.228527714974177,24.2256738751239
38,0.228527714974177,25.2788666227673
39,0.228527714974177,25.5797788363797
40,0.228527714974177,26.6329715840231
41,0.228527714974177,26.7834276908293
42,0.228527714974177,28.1375326520852
43,0.442996616459856,28.2879887588914
44,0.442996616459856,29.7925498269534
45,0.442996616459856,30.0934620405658
46,0.657465517945535,31.2971108950155
47,0.657465517945535,31.4475670018217
48,0.871934419431214,32.0493914290465
49,0.871934419431214,32.1998475358527
50,1.08640332091689,32.8016719630775
51,1.51534112388825,32.9521280698837
52,1.51534112388825,33.4034963903023
53,1.72981002537393,33.5539524971085
54,1.72981002537393,35.0585135651706
55,1.94427892685961,35.2089696719768
56,2.15874782834529,36.5630746332326
57,2.15874782834529,36.7135307400388
58,2.15874782834529,36.5630746332326
59,2.37321672983097,36.5630746332326
60,2.37321672983097,36.7135307400388
61,2.58768563131664,36.7135307400388
62,2.58768563131664,38.3685479149071
63,2.58768563131664,38.5190040217133
64,2.80215453280232,38.5190040217133
65,2.80215453280232,38.6694601285195
66,3.016623434288,39.1208284489381
67,3.016623434288,39.1208284489381
68,3.016623434288,40.4749334101939
69,3.23109233577368,40.4749334101939
70,3.23109233577368,38.9703723421319
71,3.23109233577368,38.9703723421319
72,3.23109233577368,40.1740211965815
