1000
3
C:\Users\Chesler Lab\Desktop\BPD_Goss_Data\rat 56 5-21-19.nss
5/21/2019 3:34:40 PM
2
5337519000
5342507268
Time,LAS30a1.Analog Channel  01,LAS30a1.Analog Channel  02
ms,mV,mV
0,1.72981002537393,67.2561204216983
1,1.72981002537393,67.2561204216983
2,1.72981002537393,67.2561204216983
3,1.72981002537393,67.2561204216983
4,1.72981002537393,67.2561204216983
5,1.72981002537393,68.0084009557293
6,1.72981002537393,68.0084009557293
7,1.72981002537393,67.8579448489231
8,1.72981002537393,67.8579448489231
9,1.72981002537393,67.5570326353107
10,1.94427892685961,67.5570326353107
11,1.94427892685961,67.8579448489231
12,1.94427892685961,68.0084009557293
13,2.15874782834529,67.8579448489231
14,2.58768563131664,68.0084009557293
15,2.80215453280232,67.5570326353107
16,3.016623434288,67.5570326353107
17,3.44556123725936,67.1056643148921
18,3.87449904023072,66.9552082080859
19,4.51790574468775,66.6542959944735
20,5.37578135063047,66.8047521012797
21,6.01918805508751,67.4065765285045
22,7.0915325625159,67.7074887421169
23,8.1638770699443,68.4597692761479
24,9.23622157737269,68.6102253829541
25,10.7375038877724,69.0615937033727
26,12.0243172966865,69.212049810179
27,13.3111307056006,69.5129620237914
28,14.8124130160003,69.212049810179
29,16.3136953264001,68.7606814897603
30,17.6005087353142,68.9111375965665
31,18.8873221442282,69.0615937033727
32,19.9596666516566,69.5129620237914
33,20.6030733561137,69.8138742374038
34,21.4609489620564,69.8138742374038
35,22.1043556665134,69.8138742374038
36,22.7477623709705,69.5129620237914
37,22.9622312724561,69.5129620237914
38,23.3911690754275,68.4597692761479
39,23.6056379769132,67.8579448489231
40,23.8201068783988,66.6542959944735
41,24.2490446813702,66.2029276740549
42,24.4635135828559,64.848822712799
43,24.6779824843416,64.3974543923804
44,24.8924513858272,63.4947177515432
45,25.1069202873129,63.0433494311246
46,25.3213891887986,61.6892444698687
47,25.3213891887986,61.2378761494501
48,25.75032699177,60.0342272950005
49,25.9647958932556,59.5828589745819
50,25.9647958932556,58.228754013326
51,26.1792647947413,57.7773856929074
52,26.393733696227,56.2728246248454
53,26.6082025977127,55.971912411233
54,26.6082025977127,55.0691757703957
55,26.8226714991984,54.7682635567833
56,27.037140400684,53.7150708091399
57,27.037140400684,53.5646147023337
58,27.2516093021697,52.5114219546903
59,27.4660782036554,52.3609658478841
60,27.4660782036554,51.4582292070468
61,27.4660782036554,51.1573169934344
62,27.6805471051411,50.104124245791
63,27.6805471051411,49.9536681389848
64,27.8950160066267,48.9004753913414
65,27.6805471051411,48.7500192845352
66,27.6805471051411,47.8472826436979
67,27.6805471051411,47.6968265368917
68,27.6805471051411,46.6436337892483
69,27.4660782036554,46.4931776824421
70,27.4660782036554,45.5904410416049
71,27.2516093021697,45.4399849347987
72,27.037140400684,44.6877044007677
73,27.037140400684,44.6877044007677
74,26.8226714991984,43.9354238667366
75,26.6082025977127,43.7849677599304
76,26.393733696227,43.3335994395118
77,26.1792647947413,43.3335994395118
78,25.9647958932556,42.5813189054808
79,25.5358580902843,42.5813189054808
80,25.5358580902843,41.979494478256
81,25.1069202873129,41.979494478256
82,24.8924513858272,41.3776700510312
83,24.4635135828559,41.3776700510312
84,24.0345757798845,40.7758456238063
85,23.3911690754275,40.7758456238063
86,22.9622312724561,40.3244773033877
87,22.3188245679991,40.3244773033877
88,21.4609489620564,40.0235650897753
89,20.6030733561137,39.8731089829691
90,19.9596666516566,39.7226528761629
91,19.3162599471996,39.7226528761629
92,18.6728532427426,39.5721967693567
93,18.0294465382855,39.5721967693567
94,17.3860398338285,39.2712845557443
95,16.7426331293714,39.2712845557443
96,16.0992264249144,39.1208284489381
97,15.4558197204574,39.1208284489381
98,14.5979441145147,39.2712845557443
99,13.7400685085719,39.2712845557443
100,12.8821929026292,39.4217406625505
101,11.5953794937152,39.4217406625505
102,10.5230349862868,39.5721967693567
103,9.66515938034405,39.5721967693567
104,9.02175267588701,39.5721967693567
105,8.1638770699443,39.5721967693567
106,7.30600146400158,39.1208284489381
107,6.87706366103022,39.1208284489381
